"Country","Subgroup","Year","Unit","Value","Value Footnotes"
"Belize","Female","1991","Number","96000","8"
"Belize","Female","1990","Number","93000","8"
"Belize","Female","1990","Number","91323",""
"Belize","Female","1989","Number","91000","8"
"Belize","Female","1988","Number","88709","8"
"Belize","Female","1987","Number","90379","8"
"Belize","Female","1986","Number","84050","8"
"Belize","Female","1985","Number","82078","8"
"Belize","Female","1985","Number","80396",""
"Belize","Male","2005","Number","139035",""
"Belize","Male","2004","Number","142700","8"
"Belize","Male","2003","Number","138300","8"
"Belize","Male","2002","Number","133900","8"
"Belize","Male","2001","Number","129890","8"
"Belize","Male","2000","Number","121278","2"
"Belize","Male","2000","Number","126080","8"
"Belize","Male","2000","Number","123789",""
"Belize","Male","1999","Number","122745","8"
"Belize","Male","1998","Number","118500","8"
"Belize","Male","1997","Number","114500","8"
"Belize","Male","1996","Number","111000","8"
"Belize","Male","1995","Number","107500","8"
"Belize","Male","1995","Number","108590",""
"Belize","Male","1994","Number","104000","8"
"Belize","Male","1993","Number","104000","8"
"Belize","Male","1992","Number","101000","8"
"Belize","Male","1991","Number","96289","2"
"Belize","Male","1991","Number","98000","8"
"Belize","Male","1990","Number","96000","8"
"Belize","Male","1990","Number","94395",""
"Belize","Male","1989","Number","93000","8"
"Belize","Male","1988","Number","91105","8"
"Belize","Male","1987","Number","92821","8"
"Belize","Male","1986","Number","86332","8"
"Belize","Male","1985","Number","84135","8"
"Belize","Male","1985","Number","82712",""
"Benin","Female","2005","Number","4216684",""
"Benin","Female","2002","Number","3485795","4"
"Benin","Female","2001","Number","3280176","13"
"Benin","Female","2000","Number","3155379","8"
"Benin","Female","2000","Number","3610779",""
"Benin","Female","1996","Number","2871645","8"
"Benin","Female","1995","Number","2778681","8"
"Benin","Female","1995","Number","3106248",""
"Benin","Female","1994","Number","2693533","8"
"Benin","Female","1993","Number","2606957","8"
"Benin","Female","1992","Number","2525219","2"
"Benin","Female","1990","Number","2617651",""
"Benin","Female","1985","Number","2231607",""
"Benin","Male","2005","Number","4273617",""
"Benin","Male","2002","Number","3284119","4"
"Benin","Male","2001","Number","3136516","13"
"Benin","Male","2000","Number","3013705","8"
"Benin","Male","2000","Number","3616440",""
"Benin","Male","1996","Number","2722854","8"
"Benin","Male","1995","Number","2633479","8"
"Benin","Male","1995","Number","3102328",""
"Benin","Male","1994","Number","2548310","8"
"Benin","Male","1993","Number","2467604","8"
"Benin","Male","1992","Number","2390336","2"
"Benin","Male","1990","Number","2561617",""
"Benin","Male","1985","Number","2162791",""
"Bermuda","Female","2004","Number","32997","4"
"Bermuda","Female","2003","Number","32837","4"
"Bermuda","Female","2002","Number","32662","4"
"Bermuda","Female","2001","Number","32486","4"
"Bermuda","Female","2000","Number","32257","14"
"Bermuda","Female","2000","Number","32395","4"
"Bermuda","Female","1999","Number","32223","4"
"Bermuda","Female","1998","Number","31019","4"
"Bermuda","Female","1997","Number","31850","4"
"Bermuda","Female","1996","Number","31625","4"
"Bermuda","Female","1995","Number","31371","4"
"Bermuda","Female","1994","Number","31163","4"
"Bermuda","Female","1993","Number","30977","4"
"Bermuda","Female","1992","Number","30818","4"
"Bermuda","Female","1991","Number","30115","14"
"Bermuda","Female","1991","Number","30559","4"
"Bermuda","Female","1990","Number","30597","4"
"Bermuda","Female","1989","Number","30326","4"
"Bermuda","Female","1988","Number","30099","4"
"Bermuda","Female","1987","Number","29782","4"
"Bermuda","Female","1986","Number","29506","4"
"Bermuda","Female","1985","Number","29261","4"
"Bermuda","Male","2004","Number","30323","4"
"Bermuda","Male","2003","Number","30205","4"
"Bermuda","Male","2002","Number","30092","4"
"Bermuda","Male","2001","Number","29969","4"
"Bermuda","Male","2000","Number","29802","14"
"Bermuda","Male","2000","Number","30628","4"
"Bermuda","Male","1999","Number","30433","4"
"Bermuda","Male","1998","Number","31258","4"
"Bermuda","Male","1997","Number","30107","4"
"Bermuda","Male","1996","Number","29920","4"
"Bermuda","Male","1995","Number","29757","4"
"Bermuda","Male","1994","Number","29571","4"
"Bermuda","Male","1993","Number","29400","4"
"Bermuda","Male","1992","Number","29239","4"
"Bermuda","Male","1991","Number","28345","14"
"Bermuda","Male","1991","Number","29058","4"
"Bermuda","Male","1990","Number","28991","4"
"Bermuda","Male","1989","Number","28740","4"
"Bermuda","Male","1988","Number","28517","4"
"Bermuda","Male","1987","Number","28298","4"
"Bermuda","Male","1986","Number","28113","4"
"Bermuda","Male","1985","Number","27884","4"
"Bhutan","Female","2005","Number","301740",""
"Bhutan","Female","2001","Number","346014","8"
"Bhutan","Female","2000","Number","335610","8"
"Bhutan","Female","2000","Number","275323",""
"Bhutan","Female","1995","Number","249119",""
"Bhutan","Female","1990","Number","266655",""
"Bhutan","Female","1985","Number","232904",""
"Bhutan","Male","2005","Number","335273",""
"Bhutan","Male","2001","Number","352935","8"
"Bhutan","Male","2000","Number","342324","8"
"Bhutan","Male","2000","Number","283242",""
"Bhutan","Male","1995","Number","257913",""
"Bhutan","Male","1990","Number","280702",""
"Bhutan","Male","1985","Number","247543",""
"Bolivia","Female","2005","Number","4607171",""
"Bolivia","Female","2004","Number","4629430","2"
"Bolivia","Female","2003","Number","4529495","2"
"Bolivia","Female","2002","Number","4429776","2"
"Bolivia","Female","2001","Number","4149842","2"
"Bolivia","Female","2001","Number","4330924","2"
"Bolivia","Female","2000","Number","4233594","2"
"Bolivia","Female","2000","Number","4178409",""
"Bolivia","Female","1999","Number","4135259","2"
"Bolivia","Female","1998","Number","4039000","2"
"Bolivia","Female","1997","Number","3945092","2"
"Bolivia","Female","1996","Number","3853806","2"
"Bolivia","Female","1995","Number","3765415","2"
"Bolivia","Female","1995","Number","3765402",""
"Bolivia","Female","1994","Number","3680163","2"
"Bolivia","Female","1993","Number","3597868","2"
"Bolivia","Female","1992","Number","3249527","15"
"Bolivia","Female","1992","Number","3518164","2"
"Bolivia","Female","1991","Number","3440688","2"
"Bolivia","Female","1990","Number","3365074","2"
"Bolivia","Female","1990","Number","3365063",""
"Bolivia","Female","1989","Number","3291451","2"
"Bolivia","Female","1988","Number","3220062","2"
"Bolivia","Female","1987","Number","3150714","2"
"Bolivia","Female","1986","Number","3083214","2"
"Bolivia","Female","1985","Number","3017369","2"
"Bolivia","Female","1985","Number","3017362",""
"Bolivia","Male","2005","Number","4574844",""
"Bolivia","Male","2004","Number","4597081","2"
"Bolivia","Male","2003","Number","4495426","2"
"Bolivia","Male","2002","Number","4393968","2"
"Bolivia","Male","2001","Number","4130342","2"
"Bolivia","Male","2001","Number","4293344","2"
"Bolivia","Male","2000","Number","4194195","2"
"Bolivia","Male","2000","Number","4138239",""
"Bolivia","Male","1999","Number","4094229","2"
"Bolivia","Male","1998","Number","3996143","2"
"Bolivia","Male","1997","Number","3900250","2"
"Bolivia","Male","1996","Number","3806863","2"
"Bolivia","Male","1995","Number","3716295","2"
"Bolivia","Male","1995","Number","3716292",""
"Bolivia","Male","1994","Number","3628696","2"
"Bolivia","Male","1993","Number","3543858","2"
"Bolivia","Male","1992","Number","3171265","15"
"Bolivia","Male","1992","Number","3461555","2"
"Bolivia","Male","1991","Number","3381562","2"
"Bolivia","Male","1990","Number","3303651","2"
"Bolivia","Male","1990","Number","3303651",""
"Bolivia","Male","1989","Number","3227904","2"
"Bolivia","Male","1988","Number","3154470","2"
"Bolivia","Male","1987","Number","3083231","2"
"Bolivia","Male","1986","Number","3014065","2"
"Bolivia","Male","1985","Number","2946852","2"
"Bolivia","Male","1985","Number","2946849",""
"Bosnia and Herzegovina","Female","2005","Number","2010766",""
"Bosnia and Herzegovina","Female","2004","Number","1959689","2"
"Bosnia and Herzegovina","Female","2003","Number","1954474","2"
"Bosnia and Herzegovina","Female","2000","Number","1936100",""
"Bosnia and Herzegovina","Female","1995","Number","1729514",""
"Bosnia and Herzegovina","Female","1991","Number","2193238","4"
"Bosnia and Herzegovina","Female","1991","Number","2197631","4"
"Bosnia and Herzegovina","Female","1990","Number","2223045","4"
"Bosnia and Herzegovina","Female","1990","Number","2179295",""
"Bosnia and Herzegovina","Female","1985","Number","2088598",""
"Bosnia and Herzegovina","Male","2005","Number","1904472",""
"Bosnia and Herzegovina","Male","2004","Number","1882838","2"
"Bosnia and Herzegovina","Male","2003","Number","1877827","2"
"Bosnia and Herzegovina","Male","2000","Number","1851158",""
"Bosnia and Herzegovina","Male","1995","Number","1691712",""
"Bosnia and Herzegovina","Male","1991","Number","2183795","4"
"Bosnia and Herzegovina","Male","1991","Number","2187742","4"
"Bosnia and Herzegovina","Male","1990","Number","2251000","4"
"Bosnia and Herzegovina","Male","1990","Number","2128903",""
"Bosnia and Herzegovina","Male","1985","Number","2032999",""
"Botswana","Female","2005","Number","925381",""
"Botswana","Female","2004","Number","883252","8"
"Botswana","Female","2001","Number","867375","2"
"Botswana","Female","2000","Number","853326","8"
"Botswana","Female","2000","Number","875066",""
"Botswana","Female","1999","Number","832011","8"
"Botswana","Female","1998","Number","814059","8"
"Botswana","Female","1997","Number","794204","8"
"Botswana","Female","1996","Number","775786","8"
"Botswana","Female","1995","Number","757225","8"
"Botswana","Female","1995","Number","793967",""
"Botswana","Female","1994","Number","739885","8"
"Botswana","Female","1993","Number","724300","8"
"Botswana","Female","1992","Number","708551","8"
"Botswana","Female","1991","Number","692396","2"
"Botswana","Female","1991","Number","692396","8"
"Botswana","Female","1990","Number","695301",""
"Botswana","Female","1987","Number","611429","8"
"Botswana","Female","1986","Number","591022","8"
"Botswana","Female","1985","Number","599638",""
"Botswana","Male","2005","Number","910557",""
"Botswana","Male","2004","Number","828082","8"
"Botswana","Male","2001","Number","813488","2"
"Botswana","Male","2000","Number","799735","8"
"Botswana","Male","2000","Number","853806",""
"Botswana","Male","1999","Number","779010","8"
"Botswana","Male","1998","Number","757669","8"
"Botswana","Male","1997","Number","739189","8"
"Botswana","Male","1996","Number","720207","8"
"Botswana","Male","1995","Number","701603","8"
"Botswana","Male","1995","Number","772254",""
"Botswana","Male","1994","Number","684751","8"
"Botswana","Male","1993","Number","666945","8"
"Botswana","Male","1992","Number","650088","8"
"Botswana","Male","1991","Number","634400","2"
"Botswana","Male","1991","Number","634400","8"
"Botswana","Male","1990","Number","671832",""
"Botswana","Male","1987","Number","557768","8"
"Botswana","Male","1986","Number","536866","8"
"Botswana","Male","1985","Number","574165",""
"Brazil","Female","2005","Number","94647915",""
"Brazil","Female","2004","Number","92290016","16"
"Brazil","Female","2003","Number","90937590","16"
"Brazil","Female","2002","Number","89588500","16"
"Brazil","Female","2001","Number","88252046","16"
"Brazil","Female","2000","Number","86223155","17"
"Brazil","Female","2000","Number","86929162","16"
"Brazil","Female","2000","Number","88061615",""
"Brazil","Female","1999","Number","85614275","16"
"Brazil","Female","1998","Number","84311847","16"
"Brazil","Female","1997","Number","83024004","16"
"Brazil","Female","1996","Number","79627298","4"
"Brazil","Female","1996","Number","81744055","16"
"Brazil","Female","1995","Number","80468681","16"
"Brazil","Female","1995","Number","81530681",""
"Brazil","Female","1991","Number","74340353","4"
"Brazil","Female","1990","Number","75233226",""
"Brazil","Female","1985","Number","68334211",""
"Brazil","Male","2005","Number","92182844",""
"Brazil","Male","2004","Number","89296014","16"
"Brazil","Male","2003","Number","88047716","16"
"Brazil","Male","2002","Number","86802515","16"
"Brazil","Male","2001","Number","85569888","16"
"Brazil","Male","2000","Number","83576015","17"
